ID,DtEmissão,DtVencimento,VlOriginal,Desconto,Prestador,Motivo,VlPago,DtPagamento,Saldo,Quitado,Observ,BancoSaida,NFSolicitada
5395,2024-10-07 00:00:00,2024-10-21 00:00:00,10080,0,56,Serviços tomados,10080,2024-10-11 00:00:00,0,S,"168 X 60,00 : Pago 3.080k em 08/10 / 4k 10/10  e 3K em 11/10 s/NF",BS2,S
5396,2024-10-07 00:00:00,2024-10-21 00:00:00,3600,0,62,Serviços tomados,3600,2024-10-17 00:00:00,0,S,"36 hrs X 147,00",BS2,S
5404,2024-10-07 00:00:00,2024-10-21 00:00:00,1680,0,65,Serviços tomados,1680,2024-10-17 00:00:00,0,S,24 hrs TOTVS Curitiba,NUBANK,N
5405,2024-10-07 00:00:00,2024-10-21 00:00:00,4680,0,66,Serviços tomados,4680,2024-10-24 00:00:00,0,S,"72hrs de suporte TOTVS Nordeste / cobrar 16 hrs a mais, veio 56 hrs",BS2,S
5406,2024-10-07 00:00:00,2024-10-21 00:00:00,11440,0,68,Serviços tomados,11440,2024-10-17 00:00:00,0,S,176 hrs IP suorte,BS2,S
5407,2024-10-07 00:00:00,2024-10-21 00:00:00,520,0,73,Serviços tomados,520,2024-10-17 00:00:00,0,S,8 hrs TOTVS Curitiba,BS2,S
5408,2024-10-07 00:00:00,2024-10-21 00:00:00,4907.5,0,73,Serviços tomados,4907.5,2024-10-17 00:00:00,0,S,"75,5 hrs TOTVS Sorocaba",BS2,S
5409,2024-10-07 00:00:00,2024-10-21 00:00:00,23205,0,74,Serviços tomados,23205,2024-10-18 00:00:00,0,S,"273 hrs X 85,00",BS2,S
5410,2024-10-07 00:00:00,2024-10-21 00:00:00,13110,6000,10078,Serviços tomados,7110,2024-10-18 00:00:00,0,S,descontar 6K adiantamento,BS2,S
5411,2024-10-07 00:00:00,2024-10-21 00:00:00,840,0,50079,Serviços tomados,840,2024-10-10 00:00:00,0,S,AJUSTES EM CONSULTA REF. A INTEGRAÇÃO FLUIG X RM / rec 16 e pg 12 hrs,SANTANDER,S
5412,2024-10-07 00:00:00,2024-10-21 00:00:00,2600,0,60079,Serviços tomados,2600,2024-10-17 00:00:00,0,S,"40 hrs x 110,27",BS2,S
5413,2024-10-07 00:00:00,2024-10-21 00:00:00,5440,1350,60081,Serviços tomados,4090,2024-10-17 00:00:00,0,S,"Descontar 1725,00 WorkNow ref. a 85 hrs X 15,00 + 5 hrs a 90,00",BS2,S
5414,2024-10-07 00:00:00,2024-10-21 00:00:00,6375,6375,60081,Serviços tomados,0,2024-10-07 00:00:00,0,S,"DESCONTAR 1725,00 wORKnOW / emitir total contra WorkNow",,N
5415,2024-10-07 00:00:00,2024-10-21 00:00:00,880,0,60083,Serviços tomados,880,2024-10-08 00:00:00,0,S,"16 hrs X 55,00",BS2,S
5416,2024-10-08 00:00:00,2024-10-21 00:00:00,1410,1410,60080,Serviços tomados,,,0,S,Polimold / Pago pela ITINIA,,S
5417,2024-10-08 00:00:00,2024-10-21 00:00:00,1680,1680,60080,Serviços tomados,,,0,S,TOTVS PAULISTA / Pago pela ITINIA,,S
5418,2024-10-08 00:00:00,2024-10-21 00:00:00,4800,4800,60080,Serviços tomados,,,0,S,"80 hrs X 87,00 cliente Lumini / Pago pela ITINIA",,S
5419,2024-10-08 00:00:00,2024-10-21 00:00:00,3120,2048,51,Serviços tomados,1072,2024-10-19 00:00:00,0,S,"48 hrs TOTVS Nordeste / 6.208,00 ao Allan e +ROI360 1072",BS2,S
5420,2024-10-08 00:00:00,2024-10-21 00:00:00,4160,4160,51,Serviços tomados,0,,0,S,"64 hrs Itinia Loureiro pagará: 6.208,00 ao Allan e +ROI360 1072",,S
5421,2024-10-08 00:00:00,2024-10-21 00:00:00,1007.5,0,64,Serviços tomados,1007.5,2024-10-17 00:00:00,0,S,"15,50 hrs Loureiro 1007,50",CONTABILIZEI,S
5422,2024-10-08 00:00:00,2024-10-21 00:00:00,422.5,0,64,Serviços tomados,422.5,2024-10-17 00:00:00,0,S,"6,5 hrs Curituba 422,50",CONTABILIZEI,S
5423,2024-10-08 00:00:00,2024-10-21 00:00:00,1560,1503.5,64,Serviços tomados,56.5,2024-10-17 00:00:00,0,S,"24 hrs alocação TOTVS Matriz - Desc. 1.503,50 serv. Loureiro",CONTABILIZEI,S
5424,2024-10-09 00:00:00,2024-10-09 00:00:00,5720,3200,40,Serviços tomados,2520,2024-10-09 00:00:00,0,S,"88 hrs a 65,00",BS2,S
5425,2024-10-09 00:00:00,2024-10-09 00:00:00,2080,0,40,Serviços tomados,2080,2024-10-09 00:00:00,0,S,"Sande receberá 3200,00 do Cláudio",BS2,S
5426,2024-10-09 00:00:00,2024-10-09 00:00:00,2080,0,40,Serviços tomados,2080,2024-10-09 00:00:00,0,S,"Pagar 32 hrs e recebr 40 hrs, fica 8 hrs para homologação / Dev Eduardo Franco PCO",BS2,S
5427,2024-10-09 00:00:00,2024-10-09 00:00:00,260,0,40,Serviços tomados,260,2024-10-09 00:00:00,0,S,Atendimento cliente Pro Solus capac. Estoque e PCP,BS2,S
5428,2024-10-09 00:00:00,2024-10-09 00:00:00,585,520,40,Serviços tomados,65,2024-10-09 00:00:00,0,S,rec 10 hrs pg 9 hrs,BS2,S
5429,2024-10-18 00:00:00,2024-11-15 00:00:00,7850,0,40,Adiantamento Prestador,7850,2024-10-25 00:00:00,0,S,"Pago 78,5 hrs pela Empresa CSO Cláudio",,S
5430,2024-11-04 00:00:00,2024-11-15 00:00:00,10107.5,7850,40,Serviços tomados,2257.5,2024-11-11 00:00:00,0,S,"Faturando integral contra Cláudio / adiantado 7850,00 em 25/10",,S
5431,2024-11-04 00:00:00,2024-11-15 00:00:00,1560,0,40,Serviços tomados,1560,2024-11-11 00:00:00,0,S,Neylor e Edu TOTVS Paulista - faturar contra Cláudio SSO,,S
5433,2024-12-04 00:00:00,2025-01-20 00:00:00,16495,0,43,Serviços tomados,16495,2024-12-31 00:00:00,0,S,"saldo negativo no fechamento de 2460,00 + 2660,00 pg serv. Até 06/12/24 / 3080,00 13/12 pg serv. Até 13/12 / 8295,00 em 20/12/24 Personal.Ediardo e até 20/12/24",CONTABILIZEI,S
5435,2024-11-07 00:00:00,2024-11-28 00:00:00,6180,0,32,Serviços tomados,6180,2024-11-25 00:00:00,0,S,Pgto 50% em 08/11 modelo2 / Pgto 2a parte 25/11/24,BS2,S
5436,2024-11-07 00:00:00,2024-11-28 00:00:00,9660,0,45,Serviços tomados,9660,2024-11-25 00:00:00,0,S,50% 08/11 modelo2 / 2a parte 25/11,CONTABILIZEI,S
5437,2024-11-07 00:00:00,2024-11-09 00:00:00,3380,0,56,Serviços tomados,3380,2024-11-08 00:00:00,0,S,,BS2,S
5438,2024-11-07 00:00:00,2024-11-09 00:00:00,2280,0,56,Serviços tomados,2280,2024-11-08 00:00:00,0,S,,BS2,S
5439,2024-11-07 00:00:00,2024-11-09 00:00:00,3185,0,57,Serviços tomados,3185,2024-11-08 00:00:00,0,S,,BS2,S
5440,2024-11-07 00:00:00,2024-11-09 00:00:00,840,0,57,Serviços tomados,840,2024-11-08 00:00:00,0,S,,BS2,S
5441,2024-11-07 00:00:00,2024-11-28 00:00:00,9360,0,63,Serviços tomados,9360,2024-11-25 00:00:00,0,S,50% 08/11 modelo2 / 2a parte pg 25/11,BS2,S
5442,2024-11-07 00:00:00,2024-11-28 00:00:00,11040,0,78,Serviços tomados,11040,2024-11-25 00:00:00,0,S,50% 08/11 modelo2 / 2a parte 25/11,BS2,S
5443,2024-11-07 00:00:00,2024-11-28 00:00:00,14855.75,0,50081,Serviços tomados,14855.75,2024-11-25 00:00:00,0,S,50% 08/11 modelo2 / 2a parte 25/11,BS2,S
5445,2024-11-07 00:00:00,2024-11-14 00:00:00,17000,0,60084,Serviços tomados,17000,2024-11-14 00:00:00,0,S,Pgto ref. a serv.prestados em out24 na AUTOZONE,CONTABILIZEI,S
5446,2024-11-07 00:00:00,2024-11-28 00:00:00,16120,0,71,Serviços tomados,16120,2024-11-08 00:00:00,0,S,pagtos dia 08 e 25/'',BS2,S
5447,2024-11-07 00:00:00,2024-11-09 00:00:00,480,0,60080,Serviços tomados,480,2024-11-12 00:00:00,0,S,Polimold e outras demandas,BS2,S
5448,2024-11-07 00:00:00,2024-11-09 00:00:00,480,0,60080,Serviços tomados,480,2024-11-12 00:00:00,0,S,Outras demandas,,
5449,2024-11-07 00:00:00,2024-11-09 00:00:00,3840,1472,60080,Serviços tomados,2368,2024-11-12 00:00:00,0,S,"64 X 60,00 TOTVS PAULISTA / 1472,00 pago pela Loureiro",,
5450,2024-11-08 00:00:00,2024-11-20 00:00:00,4170,0,56,Serviços tomados,4170,2024-11-13 00:00:00,0,S,"ref. a 69,5 hrs realizado na NEOPENSO (Décio 8 hrs e Agronelli 61,5)",NUBANK,S
5451,2024-11-08 00:00:00,2024-11-20 00:00:00,187.5,0,48,Serviços tomados,187.5,2024-11-13 00:00:00,0,S,Serv. Prestados em setembro24,NUBANK,N
5452,2024-11-12 00:00:00,2024-11-20 00:00:00,9480,0,28,Serviços tomados,9480,2024-11-18 00:00:00,0,S,,BS2,S
5453,2024-11-12 00:00:00,2024-11-20 00:00:00,187.5,0,48,Serviços tomados,187.5,2024-11-14 00:00:00,0,S,serv.prestados em set24,BS2,S
5454,2024-11-12 00:00:00,2024-11-20 00:00:00,11440,0,51,Serviços tomados,11440,2024-11-13 00:00:00,0,S,,BS2,S
5455,2024-11-12 00:00:00,2024-11-20 00:00:00,1365,0,64,Serviços tomados,1365,2024-11-18 00:00:00,0,S,,CONTABILIZEI,S
5456,2024-11-12 00:00:00,2024-11-20 00:00:00,1040,0,64,Serviços tomados,1040,2024-11-18 00:00:00,0,S,,CONTABILIZEI,S
5457,2024-11-12 00:00:00,2024-11-20 00:00:00,1170,0,64,Serviços tomados,1170,2024-11-18 00:00:00,0,S,,CONTABILIZEI,S
5458,2024-11-12 00:00:00,2024-11-20 00:00:00,520,0,64,Serviços tomados,520,2024-11-18 00:00:00,0,S,8 hrs TOTVS OESTE,CONTABILIZEI,S
5459,2024-11-12 00:00:00,2024-11-20 00:00:00,11310,0,66,Serviços tomados,11310,2024-11-18 00:00:00,0,S,,BS2,S
5460,2024-11-12 00:00:00,2024-11-20 00:00:00,11960,0,68,Serviços tomados,11960,2024-11-19 00:00:00,0,S,,BS2,S
5462,2024-11-12 00:00:00,2024-11-20 00:00:00,23757.5,0,74,Serviços tomados,23757.5,2024-11-19 00:00:00,0,S,,BS2,S
5463,2024-11-12 00:00:00,2024-11-20 00:00:00,2080,0,60079,Serviços tomados,2080,2024-11-18 00:00:00,0,S,,BS2,S
5464,2024-11-12 00:00:00,2024-11-20 00:00:00,9620,0,73,Serviços tomados,9620,2024-11-18 00:00:00,0,S,"120 hrs a 115,00 Sorocaba e 24 hrs TOTVS Paulista SP",BS2,S
5465,2024-11-12 00:00:00,2024-11-20 00:00:00,816,0,60081,Serviços tomados,816,2024-11-18 00:00:00,0,S,,BS2,S
5466,2024-11-12 00:00:00,2024-11-20 00:00:00,3536,0,60081,Serviços tomados,3536,2024-11-18 00:00:00,0,S,,BS2,S
5467,2024-11-12 00:00:00,2024-11-20 00:00:00,3300,0,60083,Serviços tomados,3300,2024-11-18 00:00:00,0,S,serv.prestados em out24,BS2,S
5468,2024-11-12 00:00:00,2024-11-12 00:00:00,560,0,60085,Serviços tomados,560,2024-11-12 00:00:00,0,S,s/NF pgto ref. a suporte para Andreia TOTVS Paulista SP,NUBANK,N
5469,2024-12-04 00:00:00,2024-12-04 00:00:00,1120,0,50079,Serviços tomados,1120,2024-12-04 00:00:00,0,S,Receber 20 hrs e pagar 16 hrs,NUBANK,S
5471,2024-12-04 00:00:00,2024-12-20 00:00:00,980,0,40,Serviços tomados,980,2024-12-10 00:00:00,0,S,"Sande com 209 hrs a receber (161 CSO e 48 Paulista) X 70,00 = R$ 14.630,00 - recebeu R$ 6510,00 adiantado e agora fatura R$ 8120,00, vai faturar 7140,00 p/ Cláudio e 980,00 contra MAISROI360",BS2,S
5472,2024-12-04 00:00:00,2024-12-20 00:00:00,8295,8295,43,Serviços tomados,0,2024-12-04 00:00:00,0,S,"adiantado vl a maior / 10.755,00 - Dia 05/11 Pago 3300,00 quita até 08/11 / dia 19/11 pago 4655,00 quita até 22/11 / 2800 pg até 29/11",,S
5473,2024-12-06 00:00:00,2024-12-09 00:00:00,9035,0,50081,Serviços tomados,9035,2024-12-06 00:00:00,0,S,"Recebemos 139 hrs, faltam 37 hrs / pg 50% + Adiantamento 37 hrs",BS2,S
5474,2024-12-06 00:00:00,2024-12-20 00:00:00,8160,0,56,Serviços tomados,8160,2024-12-06 00:00:00,0,S,pg pelo NUBANK,NUBANK,S
5475,2024-12-06 00:00:00,2024-12-20 00:00:00,2400,0,56,Serviços tomados,2400,2024-12-06 00:00:00,0,S,pg pelo NUBANK,SANTANDER,S
5476,2024-12-06 00:00:00,2024-12-06 00:00:00,2405,0,50081,Adiantamento Prestador,2405,2024-12-06 00:00:00,0,S,"Faltaram 37 hrs, paguei antecipado p/ receber próximo mês",BS2,S
5477,2024-12-09 00:00:00,2024-12-20 00:00:00,8040,0,28,Serviços tomados,8040,2024-12-13 00:00:00,0,S,,BS2,S
5478,2024-12-09 00:00:00,2024-12-20 00:00:00,3840,0,32,Serviços tomados,3840,2024-12-13 00:00:00,0,S,,BS2,S
5481,2024-12-09 00:00:00,2024-12-20 00:00:00,5720,0,39,Serviços tomados,5720,2024-12-13 00:00:00,0,S,Jean,BS2,S
5482,2024-12-09 00:00:00,2024-12-20 00:00:00,3380,0,45,Serviços tomados,3380,2024-12-13 00:00:00,0,S,Desenv.módulo qualidade relatório e geração de CSV (José Adriano),CONTABILIZEI,S
5484,2024-12-09 00:00:00,2024-12-20 00:00:00,1760,0,48,Serviços tomados,1760,2024-12-13 00:00:00,0,S,,BS2,S
5485,2024-12-09 00:00:00,2024-12-20 00:00:00,1560,0,51,Serviços tomados,1560,2024-12-13 00:00:00,0,S,Não apontou em Out24,BS2,S
5486,2024-12-09 00:00:00,2024-12-20 00:00:00,10010,7178,51,Serviços tomados,2832,2024-12-13 00:00:00,0,S,"7178,00 pago por Itnia Loureiro",BS2,S
5487,2024-12-09 00:00:00,2024-12-20 00:00:00,2925,0,51,Serviços tomados,2925,2024-12-13 00:00:00,0,S,,BS2,S
5488,2024-12-09 00:00:00,2024-12-20 00:00:00,9652.5,0,63,Serviços tomados,9652.5,2024-12-13 00:00:00,0,S,,BS2,S
5489,2024-12-09 00:00:00,2024-12-20 00:00:00,1430,0,64,Serviços tomados,1430,2024-12-13 00:00:00,0,S,,CONTABILIZEI,S
5490,2024-12-09 00:00:00,2024-12-20 00:00:00,520,0,64,Serviços tomados,520,2024-12-13 00:00:00,0,S,,CONTABILIZEI,S
5491,2024-12-09 00:00:00,2024-12-20 00:00:00,2600,0,64,Serviços tomados,2600,2024-12-13 00:00:00,0,S,,CONTABILIZEI,S
5492,2024-12-09 00:00:00,2024-12-20 00:00:00,845,0,64,Serviços tomados,845,2024-12-13 00:00:00,0,S,,CONTABILIZEI,S
5493,2024-12-09 00:00:00,2024-12-20 00:00:00,5980,0,66,Serviços tomados,5980,2024-12-13 00:00:00,0,S,,BS2,S
5494,2024-12-09 00:00:00,2024-12-20 00:00:00,9880,0,68,Serviços tomados,9880,2024-12-13 00:00:00,0,S,,BS2,S
5495,2024-12-09 00:00:00,2024-12-20 00:00:00,9200,0,68,Serviços tomados,9200,2024-12-13 00:00:00,0,S,"Fechado em 9200,00 fixo para Consultor.",BS2,S
5496,2024-12-09 00:00:00,2024-12-20 00:00:00,9880,0,71,Serviços tomados,9880,2024-12-13 00:00:00,0,S,,BS2,S
5497,2024-12-09 00:00:00,2024-12-20 00:00:00,12025,0,73,Serviços tomados,12025,2024-12-17 00:00:00,0,S,1/2 ref. a personalização integração RH RM X Fluig,CONTABILIZEI,S
5499,2024-12-09 00:00:00,2024-12-20 00:00:00,21462.5,0,74,Serviços tomados,21462.5,2024-12-13 00:00:00,0,S,,BS2,S
5500,2024-12-09 00:00:00,2024-12-20 00:00:00,8800,0,78,Serviços tomados,8800,2024-12-13 00:00:00,0,S,,BS2,S
5501,2024-12-09 00:00:00,2024-12-20 00:00:00,2080,0,60079,Serviços tomados,2080,2024-12-13 00:00:00,0,S,,BS2,S
5502,2024-12-09 00:00:00,2024-12-20 00:00:00,960,0,60080,Serviços tomados,960,2024-12-13 00:00:00,0,S,,BS2,S
5503,2024-12-09 00:00:00,2024-12-20 00:00:00,5280,0,60080,Serviços tomados,5280,2024-12-13 00:00:00,0,S,,BS2,S
5504,2024-12-09 00:00:00,2024-12-20 00:00:00,4386,0,60081,Serviços tomados,4386,2024-12-13 00:00:00,0,S,,BS2,S
5505,2024-12-09 00:00:00,2024-12-20 00:00:00,816,0,60081,Serviços tomados,816,2024-12-13 00:00:00,0,S,,BS2,S
5506,2024-12-09 00:00:00,2024-12-20 00:00:00,1760,0,60083,Serviços tomados,1760,2024-12-13 00:00:00,0,S,,BS2,S
5507,2024-12-09 00:00:00,2024-12-16 00:00:00,17000,0,60084,Serviços tomados,17000,2024-12-13 00:00:00,0,S,,CONTABILIZEI,S
5508,2024-12-09 00:00:00,2024-12-20 00:00:00,975,0,60086,Serviços tomados,975,2024-12-13 00:00:00,0,S,P/ VERONICA CURITIBA,BS2,S
5509,2024-12-09 00:00:00,2024-12-20 00:00:00,450,0,32,Serviços tomados,450,2024-12-13 00:00:00,0,S,,BS2,S
5510,2024-12-09 00:00:00,2024-12-20 00:00:00,1040,0,39,Serviços tomados,1040,2024-12-13 00:00:00,0,S,,BS2,S
5513,2024-12-10 00:00:00,2024-12-20 00:00:00,3640,0,39,Serviços tomados,3640,2024-12-13 00:00:00,0,S,8 ref. a Out24 n pago,BS2,S
5514,2024-12-11 00:00:00,2024-12-20 00:00:00,6435,0,73,Serviços tomados,6435,2024-12-17 00:00:00,0,S,,CONTABILIZEI,S
5516,2024-12-09 00:00:00,2024-12-20 00:00:00,5720,0,45,Serviços tomados,5720,2024-12-13 00:00:00,0,S,Com Dayane por 3 meses,CONTABILIZEI,S
5517,2024-12-23 00:00:00,2025-01-20 00:00:00,4000,0,40,Adiantamento Prestador,4000,2024-12-23 00:00:00,0,S,"Adiantamento de 4000,00 ref. ao pgto da 1a quinzena Cláudio, vai devolver.",BS2,S
5518,2024-12-26 00:00:00,2025-01-20 00:00:00,280,0,60085,Serviços tomados,280,2024-12-26 00:00:00,0,S,pgto nubank,NUBANK,N
5519,2025-01-02 00:00:00,2025-01-20 00:00:00,2000,0,32,Adiantamento Prestador,2000,2025-01-02 00:00:00,0,S,Adiantamento sem pedir a NF pago em 02/01/25,BS2,S
6469,2025-01-06 00:00:00,2025-01-20 00:00:00,840,0,40,Serviços tomados,840,2024-12-23 00:00:00,0,S,Adiantado com 4k em 23/12,BS2,S
6470,2025-01-06 00:00:00,2025-01-20 00:00:00,1680,0,40,Serviços tomados,1680,2024-12-23 00:00:00,0,S,Adiantado com 4k em 23/12,BS2,S
6471,2025-01-06 00:00:00,2025-01-20 00:00:00,280,0,40,Serviços tomados,280,2024-12-23 00:00:00,0,S,CP Jean / Adiantado com 4k em 23/12,BS2,S
6472,2025-01-06 00:00:00,2025-01-20 00:00:00,10080,0,40,Serviços tomados,10080,2025-01-09 00:00:00,0,S,"6720,00 Pagos pela CSO Cláudio em 23/12 e 4K adiantado em 23/12 MAISROI360 / 2160,00 Pg em 09/01/25",BS2,S
6474,2025-01-07 00:00:00,2025-01-15 00:00:00,8160,2000,32,Serviços tomados,6160,2025-01-15 00:00:00,0,S,136 hrs / desconto de R$ 2K adiantamento pago em 02/01/25,BS2,S
6476,2025-01-07 00:00:00,2025-01-17 00:00:00,4160,0,39,Serviços tomados,4160,2025-01-17 00:00:00,0,S,NF SOLICITADA,BS2,S
6477,2025-01-07 00:00:00,2025-01-17 00:00:00,2080,0,39,Serviços tomados,2080,2025-01-17 00:00:00,0,S,,BS2,S
6481,2025-01-07 00:00:00,2025-01-17 00:00:00,9360,0,45,Serviços tomados,9360,2025-01-17 00:00:00,0,S,,CONTABILIZEI,S
6482,2025-01-07 00:00:00,2025-01-20 00:00:00,1424.5,0,48,Serviços tomados,1424.5,2025-01-17 00:00:00,0,S,"20,35 hrs NEOPENSO",CONTABILIZEI,S
6483,2025-01-08 00:00:00,2025-01-16 00:00:00,9880,0,51,Serviços tomados,9880,2025-01-16 00:00:00,0,S,152  hrs Allan,BS2,S
6484,2025-01-08 00:00:00,2025-01-20 00:00:00,10080,0,56,Serviços tomados,10080,2025-01-17 00:00:00,0,S,"Pgs 4900,00+4800,00+",NUBANK,S
6485,2025-01-08 00:00:00,2025-01-20 00:00:00,1959,0,56,Serviços tomados,1959,2025-01-17 00:00:00,0,S,24 hrs Proj. Tania,CONTABILIZEI,S
6486,2025-01-08 00:00:00,2025-01-10 00:00:00,9120,0,28,Serviços tomados,9120,2025-01-10 00:00:00,0,S,,BS2,S
6487,2025-01-08 00:00:00,2025-01-17 00:00:00,7800,0,63,Serviços tomados,7800,2025-01-17 00:00:00,0,S,ADIMAX,BS2,S
6488,2025-01-08 00:00:00,2025-01-17 00:00:00,585,0,63,Serviços tomados,585,2025-01-17 00:00:00,0,S,,BS2,S
6489,2025-01-08 00:00:00,2025-01-15 00:00:00,520,0,64,Serviços tomados,520,2025-01-15 00:00:00,0,S,Projeto Green,BS2,S
6490,2025-01-08 00:00:00,2025-01-15 00:00:00,1040,0,64,Serviços tomados,1040,2025-01-15 00:00:00,0,S,,BS2,S
6491,2025-01-08 00:00:00,2025-01-15 00:00:00,5720,0,66,Serviços tomados,5720,2025-01-15 00:00:00,0,S,PROBLEMAS COM EMISSÃO DA NF,BS2,S
6492,2025-01-08 00:00:00,2025-01-15 00:00:00,10640,0,68,Serviços tomados,10640,2025-01-15 00:00:00,0,S,,BS2,S
6493,2025-01-08 00:00:00,2025-01-15 00:00:00,130,0,71,Serviços tomados,130,2025-01-15 00:00:00,0,S,NF SOLICITADA,BS2,S
6494,2025-01-08 00:00:00,2025-01-15 00:00:00,11466,0,71,Serviços tomados,11466,2025-01-15 00:00:00,0,S,NF SOLICITADA,BS2,S
6495,2025-01-08 00:00:00,2025-01-20 00:00:00,12025,0,73,Serviços tomados,12025,2025-01-20 00:00:00,0,S,"NF SOLICITADA 185 hrs X 65,00 - Aguardando validação do cliente",CONTABILIZEI,S
6496,2025-01-08 00:00:00,2025-01-15 00:00:00,15470,0,74,Serviços tomados,15470,2025-01-15 00:00:00,0,S,,BS2,S
6497,2025-01-08 00:00:00,2025-01-16 00:00:00,9600,0,78,Serviços tomados,9600,2025-01-16 00:00:00,0,S,NF SOLICITADA - 160 hrs TOTVS MATRIZ,BS2,S
6499,2025-01-08 00:00:00,2025-01-16 00:00:00,1560,0,60079,Serviços tomados,1560,2025-01-16 00:00:00,0,S,,BS2,S
6500,2025-01-08 00:00:00,2025-01-16 00:00:00,3840,0,60080,Serviços tomados,3840,2025-01-16 00:00:00,0,S,NF SOLICITADA  - Ref. a Serv.Prestados em Dez24 e não apontou,BS2,S
6501,2025-01-08 00:00:00,2025-01-20 00:00:00,1904,600,60081,Serviços tomados,1304,2025-01-17 00:00:00,0,S,Será pago direto pela WORKNOW,CONTABILIZEI,S
6502,2025-01-08 00:00:00,2025-01-20 00:00:00,272,0,60081,Serviços tomados,272,2025-01-17 00:00:00,0,S,,CONTABILIZEI,S
6503,2025-01-08 00:00:00,2025-01-20 00:00:00,408,0,60081,Serviços tomados,408,2025-01-17 00:00:00,0,S,,CONTABILIZEI,S
6504,2025-01-08 00:00:00,2025-01-20 00:00:00,2100,0,60081,Serviços tomados,2100,2025-01-20 00:00:00,0,S,Será pago direto pela WORKNOW,,S
6505,2025-01-08 00:00:00,2025-01-20 00:00:00,17000,0,60084,Serviços tomados,17000,2025-01-13 00:00:00,0,S,,CONTABILIZEI,S
6507,2025-01-08 00:00:00,2025-01-16 00:00:00,195,0,60086,Serviços tomados,195,2025-01-16 00:00:00,0,S,3 hrs para mapeamento 30/12 Loureiro,BS2,S
6508,2025-01-08 00:00:00,2025-01-16 00:00:00,4680,0,60086,Serviços tomados,4680,2025-01-16 00:00:00,0,S,Faltam receber 9 hrs/ Consultor apontou 75 hrs e recebemos 63,BS2,S
6509,2025-01-08 00:00:00,2025-01-17 00:00:00,3920,0,60088,Serviços tomados,3920,2025-01-17 00:00:00,0,S,Dev Eduardo,BS2,S
6510,2025-01-08 00:00:00,2025-01-10 00:00:00,17225,2405,50081,Serviços tomados,14820,2025-01-10 00:00:00,0,S,Descontar 37 hrs já pago sem receber mês anterior,BS2,S
6511,2025-01-09 00:00:00,2025-01-27 00:00:00,4970,0,40,Adiantamento Prestador,4970,2025-01-22 00:00:00,0,S,"Pg 4.000,00 em 09/01 e 970,00 em 22/01 ref. aos serv.prestados até 15/01/25",BS2,S
6512,2025-01-13 00:00:00,2025-02-20 00:00:00,11830,0,43,Adiantamento Prestador,11830,2025-01-31 00:00:00,0,S,"3.360,00 Serv.Prest.até 10/01/25+5390,00 Serv.Prestados até 24/01/25+3080 pg até 31/01/25",BS2,S
6513,2024-12-31 00:00:00,2025-02-20 00:00:00,6440,0,20,Retirada Lucro,6440,2025-02-14 00:00:00,0,S,"Pagamentos s/ receber, apontou fora do prazo. 56 hrs dez/24 fora do prazo já pago = 6.440,00",BS2,S
6514,2024-12-31 00:00:00,2025-02-20 00:00:00,5077.92,0,20,Retirada Lucro,5077.92,2025-02-14 00:00:00,0,S,"Erro do Coord. Pagamos sem receber / 48 hrs a 105,79 = 5.077,92 para Mota",BS2,S
6515,2025-01-31 00:00:00,2025-02-14 00:00:00,3000,0,40,Adiantamento Prestador,3000,2025-01-31 00:00:00,0,S,Adiantamento,BS2,S
6516,2025-02-05 00:00:00,2025-02-20 00:00:00,10560,0,28,Serviços tomados,10560,2025-02-17 00:00:00,0,S,"Pago em 2 partes iguais, antecipação de 50% e 17/02 o restante",BS2,S
6517,2025-02-05 00:00:00,2025-02-20 00:00:00,12000,0,32,Serviços tomados,12000,2025-02-17 00:00:00,0,S,,BS2,S
6518,2025-02-05 00:00:00,2025-02-20 00:00:00,1560,0,39,Serviços tomados,1560,2025-02-17 00:00:00,0,S,,BS2,S
6519,2025-02-05 00:00:00,2025-02-20 00:00:00,6720,5050,40,Serviços tomados,1670,2025-02-14 00:00:00,0,S,"R$ 5050,00 Sande emitirá NF direto contra a CSO (Cláudio)",BS2,S
6521,2025-03-06 00:00:00,2025-03-20 00:00:00,1280,0,42,Serviços tomados,1280,2025-04-15 00:00:00,0,S,16 hrs TOTVS OESTE Personaliz. Gestão Serviços,CONTABILIZEI,S
6522,2025-02-05 00:00:00,2025-02-20 00:00:00,11270,7970,40,Serviços tomados,3300,2025-02-14 00:00:00,0,S,"4970,00 pg 1a quizena jan25 + 3.00000 adiantamento pg maisroi360",BS2,S
6523,2025-02-05 00:00:00,2025-02-20 00:00:00,3640,0,70089,Serviços tomados,3640,2025-02-11 00:00:00,0,S,,BS2,
6524,2025-02-06 00:00:00,2025-02-20 00:00:00,1120,0,48,Serviços tomados,1120,2025-02-18 00:00:00,0,S,,CONTABILIZEI,S
6528,2025-02-06 00:00:00,2025-02-20 00:00:00,11440,0,56,Serviços tomados,11440,2025-02-18 00:00:00,0,S,,BS2,S
6529,2025-02-06 00:00:00,2025-02-20 00:00:00,1267.5,0,56,Serviços tomados,1267.5,2025-02-18 00:00:00,0,S,CP Julio Matriz (Aguardando resolver WeHandle),BS2,S
6530,2025-02-06 00:00:00,2025-02-20 00:00:00,1300,0,56,Serviços tomados,1300,2025-02-18 00:00:00,0,S,"vamos pagar para receber próximo mês, falha  CP Rodrigo por falta de agenda.",BS2,S
